salv	`salves
kadri+päev	kaad'rina+`bääva
kadri	kaad'rinast
e	e
ei	ei
seda+viisi	seda+`viis'i
arvama	arvat'ti
et	et
mart	mar'dist
kuus	kuus
jõul	`jõulu
jõul	jõulust
kuus	kuus
küünal+päev	`küinla+`bääva
küünal+päev	`küinla+bäävast
seitse	seeitse
nädal	nädalat
maarja+päev	`maarja+`bääva
kaheksa	kaaheksa
üheksa	üheksa
kümme	kümme
üks+teist+kümmend	üks+teist+kümme
jüri+päev	jür'i+`bääva
küünal+päev	`küinla+bäävast
üks+teist+kümmend	üks+teist+kümme
jüri+päev	jür'i+`bääva
noh	nohh
jüri+päev	jür'i+bäävast
siis	siss
üheksa	üheksa
jaan	`jaan'i
ja	ja
nõnda+viisi	nõnna+`viis'i
need	neid
aeg	`aegas'id
arvama	arvat'ti
siis	siis
tuhka+päev	`tuhka+bääv
ja	ja
vastla+päev	`vastla+bääv
laskma	`las'ti
liug	`liugu
ja	ja
tuhka+päev	`tuhka+bääv
ja	ja
vastla+päev	`vastla+bääv
ja	ja
noh	nohh
eks	eks
siis	siis
e	e
e	e
üks+kord	ühe+gõrra
käima	käis'ime
Must+vee	Must+ves
vastla+päev	`vastla+bääval
no	no
küll	küll
seal	sial
siis	siss
noh	nohh
see	sel
aeg	aeal
olema	õl'id
nemad	neil
m	m
elanik	elan'ikkudel
seal	sial
hobune	obused
kah	kahh
siis	siss
sõitma	`sõitsivad
mööda	mööda
e	e
mööda	mööda
tänav	tänavad
ja	ja
laulma	`laulsivad
et	et
noh	nohh
nemad	neil
olema	ol'i
siis	siis
e	e
nagu	nagu
paast+aeg	paastu+aeg
tulema	tul'i
ja	ja
Vene	vene
rahvas	rahvass
ju	ju
paastuma	`paastus'id
aga	aga
nüüd	nüd
see	seda
mina	ma
ei	ei
teadma	tia
ka	ka
kas	kas
nemad	nad
nüüd	nüid
enam	enam
paastuma	paastuvad
või	vai
ei	ei
paastuma	paastu
nemad	neil
olema	ol'i
ikka	ikke
teist+moodi	teist+muudu
riietus	riijettus
kah	kah
nemad	neil
olema	ol'id
ikka	`ikke
nisuke	nisuksed
lai	laijad
suur	suured
riie	`riided
seljas	sel'jas
ja	ja
noh	nohh
nii+sama	nii+sama
kah	kahh
nüüd	nüüd
olema	on
nagu	nagu
muutma	muudettud
et	et
olema	on
kleit	kleid'id
ja	ja
noh	nohh
siis	siis
olema	ol'i
ka	kaa
ikka	ikke
nõnda+viisi	nõnna+viis'i
hästi	`ästi
lai	laijad
ja	ja
palju	pal'ju
volt	vol'ttis'id
ja	ja
kõik	kõik
nüüd	nüid
seda+viisi	seda+viis'i
enam	enam
ei	eij
olema	ole
ei	ei
mina	mina
just	just
enam	enam
väga	vääga
nüüd	nüd
suur	`suuri
e	e
palju	pal'ju
volt	`vol'ttidega
ei	ei
kandma	`kannud
ega	ega
hästi	`äs'ti
laialt	laijald
tegema	`tehti
seitse	seeitse
laid	`laida
ja	ja
viis	viis
laid	`laida
tegema	`tehti
seelik	seel'ik
lai	lai
noh	nohh
siis	siss
voltima	vol'dit'ti
nõnda	nõnna
et	et
tema	ta
siis	sõss
parajasti	parajast
jääma	jäi
no	no
venelane	venelastel
olema	ol'i
see	seda
juba	juba
ikka	`ikke
hiljem	il'jem
veel	viil
hästi	`äs'ti
lai	laijad
ikka	ikke
ketrama	kedras'id
ja	ja
noh	nohh
vabrik	vabrikkud
ikka	`ikke
tegema	tegid
vill	`villu
ka	kaa
ja	ja
ja	jaa
m	m
ja	ja
seda+viisi	seda+viis'i
mina	minu
vanem	vanemad
kõnelema	kõnelisd
ikka	`ikke
et	et
kui	kui
e	e
vill+ki	`villugi
ei	eij
olema	õle
vabrik	vabrikku
viima	veedud
siis	sis
e	e
minema	lähnuvad
e	e
täna	täna
siia	`seije
homme	`omme
teine	`teise
koht	`kõhta
vill	`villu
kraasima	`kraas'ima
kõik	kõik
siis	siis
rehi+tuba	rehe+`tuppa
panema	`pandud
e	e
sari	sari
kesk+paik	kes+`paikka
ja	ja
siis	siiss
kes	kess
sinna	`sinna
kõik	kõik
minema	lääksivad
siis	sis
ümber	`ümber
ringi	`ringi
istuma	iistunuvad
ja	ja
no	no
siis	sis
olema	õl'id
käsi+kraas	käs'i+`graas'id
käsi+kraas	käs'i+`graas'id
ja	ja
siis	sis
sinna	sinna
sinna	sinna
sari	`sarja
kõik	kõik
kraasi+täis	kraas'i+däijed
noh	nohh
noor	noored
inimene	in'imesed
minema	läksid
siis	sis
nemad	neil
olema	õl'i
siis	sii
nagu	nagu
üks	üks
lõbu+asi	lõbu+as'i
ühes+koos	ühes+kos
võib+olla	võib+ola
laulma	`laulsivad
seal	sial
juures	juures
ja	ja
kraasima	`kraas'is'ivad
ja	ja
mina	mina
küll	küll
ei	ei
nägema	nänd
aga	aga
ema	ema
rääkima	`rääkkis
jälle	jälle
et	et
kui	ku
tema	tema
olema	õl'i
noor	nuur
ah	ahh
kui	kui
e	e
ära	ära
vill	`villu
kraasima	kraas'it'ti
siis	sis
ketrama	kedras'ivad
jälle	jälle
vokk	vokkidega
need	neid
kraasi+täis	kraas'i+`däis'i
mis	mess
nemad	nad
nemad	naid
muidu	muidu
tegema	tegivad
vist	vist
siis	siss
vabrik	vabrikkid
ei	eij
olema	õllud
veel	viil
kes	kess
vill	`villu
e	e
kraasi+täis	kraas'i+däijed
saama	saase
et	et
kodus	kodu
ketrama	kedrada
saama	sai
siis	siss
seda+viisi	seda+viis'i
ketrama	kedras'id
mis	miss
tema	tal
olema	on
siis	sis
noh	nohh
seal	siäl
olema	on
nõnda	nõnna
säädima	säädetud
niis	niijed
ja	ja
piird	piirad
ja	ja
ja	ja
muud+kui	muud+ku
siis	siss
muud+kui	muud+ku
kuduma	kudu
aga	aga
jälle	jälle
kes	kellega
tallama	tallad
need	neid
niis	`niis'i
ja	ja
piird	piirad
olema	on
nüüd	niid
e	e
no	no
esteks	`este
panema	pannakse
niis	`niide
nüüd	niid
lõng	lõngad
siis	siis
panema	pannakse
piird	`piirda
siis	siis
olema	on
nii+sugune	nii+sukkene
pealis	pääl'is
kuhu	kohe
peale	`piale
see	se
piird	piird
panema	pannakse
e	e
kuhu	kohe
vahele	vahele
see	se
piird	piird
panema	pannakse
nii+viisi	nii+viis'i
ja	ja
ja	ja
siis	siis
e	e
lõng	lõngad
eks	eks
läbi	läbi
